variable,minutes,mean
Brachybacterium alimentarium,20,-1.6452181785871705
Brachybacterium alimentarium,21,-1.6357599405579126
Brachybacterium alimentarium,22,-1.611086276133761
Brachybacterium alimentarium,23,-1.5810666510843772
Brachybacterium alimentarium,24,-1.558037897621836
Brachybacterium alimentarium,25,-1.5498133428137857
Brachybacterium alimentarium,26,-1.5239059951684264
Brachybacterium alimentarium,27,-1.5021109249270932
Brachybacterium alimentarium,28,-1.4827832211281744
Brachybacterium alimentarium,29,-1.4704463889160992
Brachybacterium alimentarium,30,-1.4474176354535575
Brachybacterium alimentarium,31,-1.4371369419434945
Brachybacterium alimentarium,32,-1.4054724059325006
Brachybacterium alimentarium,33,-1.409173455596123
Brachybacterium alimentarium,34,-1.379153830546739
Brachybacterium alimentarium,35,-1.383677335691167
Brachybacterium alimentarium,36,-1.357769988045808
Brachybacterium alimentarium,37,-1.3450219280933298
Brachybacterium alimentarium,38,-1.3326850958812542
Brachybacterium alimentarium,39,-1.3409096506893048
Brachybacterium alimentarium,40,-1.3289840462176312
Brachybacterium alimentarium,41,-1.2989644211682474
Brachybacterium alimentarium,42,-1.2944409160238197
Brachybacterium alimentarium,43,-1.284571450254159
Brachybacterium alimentarium,44,-1.2936184605430148
Brachybacterium alimentarium,45,-1.284160222513757
Brachybacterium paraconglomeratum,0,-2.1888612513993038
Brachybacterium paraconglomeratum,1,-2.412569142178276
Brachybacterium paraconglomeratum,2,-2.500983106364818
Brachybacterium paraconglomeratum,3,-2.5371711475202394
Brachybacterium paraconglomeratum,4,-2.498515739922403
Brachybacterium paraconglomeratum,5,-2.4203824692459235
Brachybacterium paraconglomeratum,6,-2.427784568573169
Brachybacterium paraconglomeratum,7,-2.2563026008253173
Brachybacterium paraconglomeratum,8,-2.177346874668033
Brachybacterium paraconglomeratum,9,-2.090989049183504
Brachybacterium paraconglomeratum,10,-2.0683715234613653
Brachybacterium paraconglomeratum,11,-1.9861259753808604
Brachybacterium paraconglomeratum,12,-1.9260867252820928
Brachybacterium paraconglomeratum,13,-1.894833417011501
Brachybacterium paraconglomeratum,14,-1.8861976344630478
Brachybacterium paraconglomeratum,15,-1.8524769597500412
Brachybacterium paraconglomeratum,16,-1.8191675127774374
Brachybacterium paraconglomeratum,17,-1.7920264819108709
Brachybacterium paraconglomeratum,18,-1.7484363414282034
Brachybacterium paraconglomeratum,19,-1.708547250609159
Brachybacterium paraconglomeratum,20,-1.6933318242142654
Brachybacterium paraconglomeratum,21,-1.7011451512819131
Brachybacterium paraconglomeratum,22,-1.6740041204153466
Brachybacterium paraconglomeratum,23,-1.6402834457023403
Brachybacterium paraconglomeratum,24,-1.624656791567045
Brachybacterium paraconglomeratum,25,-1.6201332864226166
Brachybacterium paraconglomeratum,26,-1.5843564730075972
Brachybacterium paraconglomeratum,27,-1.5711971853147166
Brachybacterium paraconglomeratum,28,-1.5703747298339115
Brachybacterium paraconglomeratum,29,-1.5629726305066667
Brachybacterium paraconglomeratum,30,-1.5744870072379364
Brachybacterium paraconglomeratum,31,-1.546934748630968
Brachybacterium paraconglomeratum,32,-1.5066344300715209
Brachybacterium paraconglomeratum,33,-1.520204945504804
Brachybacterium paraconglomeratum,34,-1.5025221526674954
Brachybacterium paraconglomeratum,35,-1.4799046269453573
Brachybacterium paraconglomeratum,36,-1.4613993786272432
Brachybacterium paraconglomeratum,37,-1.458520784444426
Brachybacterium paraconglomeratum,38,-1.4375481696838968
Brachybacterium paraconglomeratum,39,-1.4346695755010797
Brachybacterium paraconglomeratum,40,-1.4313797535778592
Brachybacterium paraconglomeratum,41,-1.4062948614133055
Brachybacterium paraconglomeratum,42,-1.4079397723749156
Brachybacterium paraconglomeratum,43,-1.3980703066052547
Brachybacterium paraconglomeratum,44,-1.3775089195851289
Brachybacterium paraconglomeratum,45,-1.3680506815558713
Brevibacterium antiquum,0,-2.8612186069574266
Brevibacterium antiquum,1,-3.0294107527820575
Brevibacterium antiquum,2,-3.1153573505261853
Brevibacterium antiquum,3,-3.133040143363493
Brevibacterium antiquum,4,-3.104254201535317
Brevibacterium antiquum,5,-3.0952071912464616
Brevibacterium antiquum,6,-3.108777706679744
Brevibacterium antiquum,7,-2.996512533549856
Brevibacterium antiquum,8,-2.829965298686835
Brevibacterium antiquum,9,-2.716466442335739
Brevibacterium antiquum,10,-2.639566854880467
Brevibacterium antiquum,11,-2.6214728343027565
Brevibacterium antiquum,12,-2.592275664734178
Brevibacterium antiquum,13,-2.5536202571363407
Brevibacterium antiquum,14,-2.559788673242378
Brevibacterium antiquum,15,-2.516198532759711
Brevibacterium antiquum,16,-2.535937464299032
Brevibacterium antiquum,17,-2.498926967662805
Brevibacterium antiquum,18,-2.517020988240516
Brevibacterium antiquum,19,-2.4919360960759622
Brevibacterium antiquum,20,-2.4865901354507294
Brevibacterium antiquum,21,-2.456159282660943
Brevibacterium antiquum,22,-2.458626649103358
Brevibacterium antiquum,23,-2.448345955593295
Brevibacterium antiquum,24,-2.4499908665549053
Brevibacterium antiquum,25,-2.4417663117468544
Brevibacterium antiquum,26,-2.4306631627559865
Brevibacterium antiquum,27,-2.426139657611559
Brevibacterium antiquum,28,-2.4154477363610933
Brevibacterium antiquum,29,-2.4179151028035086
Brevibacterium antiquum,30,-2.428195796313571
Brevibacterium antiquum,31,-2.3833719726096967
Brevibacterium antiquum,32,-2.4047558151106276
Brevibacterium antiquum,33,-2.4146252808802884
Brevibacterium antiquum,34,-2.395708804821772
Brevibacterium antiquum,35,-2.397764943523785
Brevibacterium antiquum,36,-2.3965312603025772
Brevibacterium antiquum,37,-2.3899516164561367
Brevibacterium antiquum,38,-2.3837832003500994
Brevibacterium antiquum,39,-2.384605655830904
Brevibacterium antiquum,40,-2.3763811010228535
Brevibacterium antiquum,41,-2.3809046061672814
Brevibacterium antiquum,42,-2.3887179332349295
Brevibacterium antiquum,43,-2.3837832003500994
Brevibacterium antiquum,44,-2.382960744869294
Brevibacterium antiquum,45,-2.387073022273319
Brevibacterium mcbrellneri,0,-1.8335604836915258
Brevibacterium mcbrellneri,1,-1.887020089943853
Brevibacterium mcbrellneri,2,-1.9112825266276023
Brevibacterium mcbrellneri,3,-1.963508449658722
Brevibacterium mcbrellneri,4,-2.1086718420208124
Brevibacterium mcbrellneri,5,-2.1070269310592025
Brevibacterium mcbrellneri,6,-2.058913285432107
Brevibacterium mcbrellneri,7,-1.9799575592748226
Brevibacterium mcbrellneri,8,-1.909637615665992
Brevibacterium mcbrellneri,9,-1.9158060317720298
Brevibacterium mcbrellneri,10,-1.8438411772015886
Brevibacterium mcbrellneri,11,-1.8306818895087078
Brevibacterium mcbrellneri,12,-1.792848937391676
Brevibacterium mcbrellneri,13,-1.8195787405178399
Brevibacterium mcbrellneri,14,-1.8491871378268212
Brevibacterium mcbrellneri,15,-1.8685148416257396
Brevibacterium mcbrellneri,16,-1.896889555713514
Brevibacterium mcbrellneri,17,-1.935133735570948
Brevibacterium mcbrellneri,18,-1.9384235574941684
Brevibacterium mcbrellneri,19,-1.963919677399125
Brevibacterium mcbrellneri,20,-1.9844810644192505
Brevibacterium mcbrellneri,21,-2.030538571344333
Brevibacterium mcbrellneri,22,-2.0107996398050116
Brevibacterium mcbrellneri,23,-2.000518946294949
Brevibacterium mcbrellneri,24,-2.0416417203352015
Brevibacterium mcbrellneri,25,-2.0482213641816416
Brevibacterium mcbrellneri,26,-2.0531560970664717
Brevibacterium mcbrellneri,27,-2.0720725731249874
Brevibacterium mcbrellneri,28,-2.0848206330774657
Brevibacterium mcbrellneri,29,-2.104559564616787
Brevibacterium mcbrellneri,30,-2.1271770903389253
Brevibacterium mcbrellneri,31,-2.1230648129349006
Brevibacterium mcbrellneri,32,-2.1271770903389253
Brevibacterium mcbrellneri,33,-2.1518507547630765
Brevibacterium mcbrellneri,34,-2.1600753095711274
Brevibacterium mcbrellneri,35,-2.1596640818307247
Brevibacterium mcbrellneri,36,-2.16213144827314
Brevibacterium mcbrellneri,37,-2.1987307171689645
Brevibacterium mcbrellneri,38,-2.199964400390172
Brevibacterium mcbrellneri,39,-2.2402647189496188
Brevibacterium mcbrellneri,40,-2.240675946690021
Brevibacterium mcbrellneri,41,-2.2353299860647886
Brevibacterium mcbrellneri,42,-2.255480145344512
Brevibacterium mcbrellneri,43,-2.270284343999003
Brevibacterium mcbrellneri,44,-2.3052387019332174
Brevibacterium mcbrellneri,45,-2.3130520290008656
Cellulomonas cellasea,0,-1.3240493133328015
Cellulomonas cellasea,1,-1.5489908873329803
Cellulomonas cellasea,2,-1.6546764166164287
Cellulomonas cellasea,3,-1.666190793347699
Cellulomonas cellasea,4,-1.6435732676255608
Cellulomonas cellasea,5,-1.5679073633914966
Cellulomonas cellasea,6,-1.5160926681007787
Cellulomonas cellasea,7,-1.3890232963163998
Cellulomonas cellasea,8,-1.2311118440018316
Cellulomonas cellasea,9,-1.1373519191900565
Cellulomonas cellasea,10,-1.066620747840823
Cellulomonas cellasea,11,-1.0682656588024328
Cellulomonas cellasea,12,-1.0008243093764195
Cellulomonas cellasea,13,-0.9646362682209977
Cellulomonas cellasea,14,-0.9362615541332231
Cellulomonas cellasea,15,-0.9062419290838392
Cellulomonas cellasea,16,-0.8951387800929717
Cellulomonas cellasea,17,-0.8939050968717636
Cellulomonas cellasea,18,-0.8675865214860023
Cellulomonas cellasea,19,-0.8610068776395624
Cellulomonas cellasea,20,-0.8531935505719144
Cellulomonas cellasea,21,-0.8560721447547316
Cellulomonas cellasea,22,-0.8264637474457502
Cellulomonas cellasea,23,-0.8211177868205174
Cellulomonas cellasea,24,-0.8128932320124671
Cellulomonas cellasea,25,-0.8059023604256241
Cellulomonas cellasea,26,-0.7985002610983788
Cellulomonas cellasea,27,-0.782873606963083
Cellulomonas cellasea,28,-0.7672469528277872
Cellulomonas cellasea,29,-0.7894532508095237
Cellulomonas cellasea,30,-0.7775276463378502
Cellulomonas cellasea,31,-0.7586111702793341
Cellulomonas cellasea,32,-0.7577887147985287
Cellulomonas cellasea,33,-0.763957130904567
Cellulomonas cellasea,34,-0.7487417045096737
Cellulomonas cellasea,35,-0.7248904955663273
Cellulomonas cellasea,36,-0.7520315264328938
Cellulomonas cellasea,37,-0.735582416816793
Cellulomonas cellasea,38,-0.7331150503743775
Cellulomonas cellasea,39,-0.7129648910946544
Cellulomonas cellasea,40,-0.7158434852774718
Cellulomonas cellasea,41,-0.7018617421037863
Cellulomonas cellasea,42,-0.6775993054200374
Cellulomonas cellasea,43,-0.67636562219883
Cellulomonas cellasea,44,-0.6718421170544024
Cellulomonas cellasea,45,-0.6537480964766917
Cephaloticoccus capnophilus,0,-1.8014847199401287
Cephaloticoccus capnophilus,1,-1.9240305865800795
Cephaloticoccus capnophilus,2,-1.9470593400426215
Cephaloticoccus capnophilus,3,-2.0942788711067237
Cephaloticoccus capnophilus,4,-1.9680319548031502
Cephaloticoccus capnophilus,5,-1.8652250197025193
Cephaloticoccus capnophilus,6,-1.8812629015782178
Cephaloticoccus capnophilus,7,-1.801073492199726
Cephaloticoccus capnophilus,8,-1.7430903808029705
Cephaloticoccus capnophilus,9,-1.7060798841667437
Cephaloticoccus capnophilus,10,-1.709369706089964
Cephaloticoccus capnophilus,11,-1.722117766042442
Cephaloticoccus capnophilus,12,-1.6571437830588438
Cephaloticoccus capnophilus,13,-1.6394609902215354
Cephaloticoccus capnophilus,14,-1.648096772769988
Cephaloticoccus capnophilus,15,-1.6402834457023403
Cephaloticoccus capnophilus,16,-1.6242455638266424
Cephaloticoccus capnophilus,17,-1.6279466134902643
Cephaloticoccus capnophilus,18,-1.6596111495012589
Cephaloticoccus capnophilus,19,-1.657966238539649
Cephaloticoccus capnophilus,20,-1.6822286752233975
Cephaloticoccus capnophilus,21,-1.7060798841667437
Cephaloticoccus capnophilus,22,-1.6974441016182906
Cephaloticoccus capnophilus,23,-1.711837072532379
Cephaloticoccus capnophilus,24,-1.7270524989272724
Cephaloticoccus capnophilus,25,-1.766941589746317
Cephaloticoccus capnophilus,26,-1.7780447387371847
Cephaloticoccus capnophilus,27,-1.7883254322472482
Cephaloticoccus capnophilus,28,-1.7973724425361035
Cephaloticoccus capnophilus,29,-1.8467197713844064
Cephaloticoccus capnophilus,30,-1.8249247011430723
Cephaloticoccus capnophilus,31,-1.8084755915269715
Cephaloticoccus capnophilus,32,-1.8495983655672235
Cephaloticoccus capnophilus,33,-1.8927772783094885
Cephaloticoccus capnophilus,34,-1.8800292183570102
Cephaloticoccus capnophilus,35,-1.895655872492306
Cephaloticoccus capnophilus,36,-1.9030579718195515
Cephaloticoccus capnophilus,37,-1.911282526627602
Cephaloticoccus capnophilus,38,-1.9273204085033002
Cephaloticoccus capnophilus,39,-1.9330775968689355
Cephaloticoccus capnophilus,40,-1.9359561910517529
Cephaloticoccus capnophilus,41,-1.962685994177917
Cephaloticoccus capnophilus,42,-1.9717330044667727
Cephaloticoccus capnophilus,43,-1.9853035199000557
Cephaloticoccus capnophilus,44,-1.9931168469677039
Cephaloticoccus capnophilus,45,-2.0021638572565594
Chlamydiales bacterium SCGC AG-110-P3,0,-1.7607731736402792
Chlamydiales bacterium SCGC AG-110-P3,1,-1.872215891289362
Chlamydiales bacterium SCGC AG-110-P3,2,-1.9828361534576406
Chlamydiales bacterium SCGC AG-110-P3,3,-1.998051579852534
Chlamydiales bacterium SCGC AG-110-P3,4,-2.0038087682181698
Chlamydiales bacterium SCGC AG-110-P3,5,-2.014500689468635
Chlamydiales bacterium SCGC AG-110-P3,6,-1.9466481123022186
Chlamydiales bacterium SCGC AG-110-P3,7,-1.9441807458598033
Chlamydiales bacterium SCGC AG-110-P3,8,-1.7986061257573112
Chlamydiales bacterium SCGC AG-110-P3,9,-1.7319872318121028
Chlamydiales bacterium SCGC AG-110-P3,10,-1.6957991906566807
Chlamydiales bacterium SCGC AG-110-P3,11,-1.7060798841667437
Chlamydiales bacterium SCGC AG-110-P3,12,-1.7286974098888828
Chlamydiales bacterium SCGC AG-110-P3,13,-1.7998398089785188
Chlamydiales bacterium SCGC AG-110-P3,14,-1.8097092747481787
Chlamydiales bacterium SCGC AG-110-P3,15,-1.8500095933076262
Chlamydiales bacterium SCGC AG-110-P3,16,-1.8759169409529852
Chlamydiales bacterium SCGC AG-110-P3,17,-1.8709822080681549
Chlamydiales bacterium SCGC AG-110-P3,18,-1.9100488434063942
Chlamydiales bacterium SCGC AG-110-P3,19,-1.9084039324447846
Chlamydiales bacterium SCGC AG-110-P3,20,-1.9030579718195515
Chlamydiales bacterium SCGC AG-110-P3,21,-1.917039714993237
Chlamydiales bacterium SCGC AG-110-P3,22,-1.9380123297537657
Chlamydiales bacterium SCGC AG-110-P3,23,-1.941302151676986
Chlamydiales bacterium SCGC AG-110-P3,24,-1.924441814320483
Chlamydiales bacterium SCGC AG-110-P3,25,-1.9495267064850363
Chlamydiales bacterium SCGC AG-110-P3,26,-1.9495267064850363
Chlamydiales bacterium SCGC AG-110-P3,27,-1.9511716174466465
Chlamydiales bacterium SCGC AG-110-P3,28,-1.9589849445142944
Chlamydiales bacterium SCGC AG-110-P3,29,-1.9700880935051626
Chlamydiales bacterium SCGC AG-110-P3,30,-1.9840698366788476
Chlamydiales bacterium SCGC AG-110-P3,31,-1.9762565096112006
Chlamydiales bacterium SCGC AG-110-P3,32,-1.9643309051395268
Chlamydiales bacterium SCGC AG-110-P3,33,-1.9890045695636784
Chlamydiales bacterium SCGC AG-110-P3,34,-2.0095659565838044
Chlamydiales bacterium SCGC AG-110-P3,35,-2.0042199959585716
Chlamydiales bacterium SCGC AG-110-P3,36,-2.0079210456221945
Chlamydiales bacterium SCGC AG-110-P3,37,-2.0260150661999052
Chlamydiales bacterium SCGC AG-110-P3,38,-2.0198466500938674
Chlamydiales bacterium SCGC AG-110-P3,39,-2.0354733042291633
Chlamydiales bacterium SCGC AG-110-P3,40,-2.0235476997574904
Chlamydiales bacterium SCGC AG-110-P3,41,-2.0441090867776164
Chlamydiales bacterium SCGC AG-110-P3,42,-2.042052948075604
Chlamydiales bacterium SCGC AG-110-P3,43,-2.055623463508887
Chlamydiales bacterium SCGC AG-110-P3,44,-2.0523336415856672
Chlamydiales bacterium SCGC AG-110-P3,45,-2.0675490679805604
Chloroflexi bacterium RBG 13 51 36,0,-1.9692656380243574
Chloroflexi bacterium RBG 13 51 36,1,-2.216413510006273
Chloroflexi bacterium RBG 13 51 36,2,-2.3295011386169664
Chloroflexi bacterium RBG 13 51 36,3,-2.3410155153482366
Chloroflexi bacterium RBG 13 51 36,4,-2.3776147842440616
Chloroflexi bacterium RBG 13 51 36,5,-2.332790960540186
Chloroflexi bacterium RBG 13 51 36,6,-2.3130520290008656
Chloroflexi bacterium RBG 13 51 36,7,-2.235329986064788
Chloroflexi bacterium RBG 13 51 36,8,-2.1255321793773154
Chloroflexi bacterium RBG 13 51 36,9,-2.047810136441239
Chloroflexi bacterium RBG 13 51 36,10,-2.0091547288434017
Chloroflexi bacterium RBG 13 51 36,11,-1.9725554599475776
Chloroflexi bacterium RBG 13 51 36,12,-1.9248530420608851
Chloroflexi bacterium RBG 13 51 36,13,-1.8985344666751238
Chloroflexi bacterium RBG 13 51 36,14,-1.8898986841266707
Chloroflexi bacterium RBG 13 51 36,15,-1.8401401275379656
Chloroflexi bacterium RBG 13 51 36,16,-1.830270661768305
Chloroflexi bacterium RBG 13 51 36,17,-1.7981948980169082
Chloroflexi bacterium RBG 13 51 36,18,-1.791615254170468
Chloroflexi bacterium RBG 13 51 36,19,-1.7862692935452358
Chloroflexi bacterium RBG 13 51 36,20,-1.7661191342655118
Chloroflexi bacterium RBG 13 51 36,21,-1.7689977284483294
Chloroflexi bacterium RBG 13 51 36,22,-1.7529598465726313
Chloroflexi bacterium RBG 13 51 36,23,-1.7451465195049833
Chloroflexi bacterium RBG 13 51 36,24,-1.7517261633514236
Chloroflexi bacterium RBG 13 51 36,25,-1.7607731736402792
Chloroflexi bacterium RBG 13 51 36,26,-1.7854468380644302
Chloroflexi bacterium RBG 13 51 36,27,-1.7821570161412104
Chloroflexi bacterium RBG 13 51 36,28,-1.8010734921997265
Chloroflexi bacterium RBG 13 51 36,29,-1.82451347340267
Chloroflexi bacterium RBG 13 51 36,30,-1.818756285037034
Chloroflexi bacterium RBG 13 51 36,31,-1.8208124237390475
Chloroflexi bacterium RBG 13 51 36,32,-1.8471309991248082
Chloroflexi bacterium RBG 13 51 36,33,-1.8730383467701675
Chloroflexi bacterium RBG 13 51 36,34,-1.8615239700388968
Chloroflexi bacterium RBG 13 51 36,35,-1.893188506049891
Chloroflexi bacterium RBG 13 51 36,36,-1.899356922155929
Chloroflexi bacterium RBG 13 51 36,37,-1.9174509427336397
Chloroflexi bacterium RBG 13 51 36,38,-1.9371898742729607
Chloroflexi bacterium RBG 13 51 36,39,-1.951582845187049
Chloroflexi bacterium RBG 13 51 36,40,-1.9519940729274512
Chloroflexi bacterium RBG 13 51 36,41,-1.9663870438415398
Chloroflexi bacterium RBG 13 51 36,42,-1.970499321245565
Chloroflexi bacterium RBG 13 51 36,43,-1.9902382527848859
Chloroflexi bacterium RBG 13 51 36,44,-1.9980515798525338
Chloroflexi bacterium RBG 13 51 36,45,-2.003397540477767
Chromatocurvus halotolerans,0,-1.3191145804479711
Chromatocurvus halotolerans,1,-1.4947088255998477
Chromatocurvus halotolerans,2,-1.4757923495413316
Chromatocurvus halotolerans,3,-1.3269279075156188
Chromatocurvus halotolerans,4,-1.1069210664002704
Chromatocurvus halotolerans,5,-0.7845185179246932
Chromatocurvus halotolerans,6,-0.48226612872883967
Chromatocurvus halotolerans,7,-0.019634920776002984
Chromatocurvus halotolerans,8,0.5083814979008343
Chromatocurvus halotolerans,9,1.0030884696050673
Chromatocurvus halotolerans,10,1.4871035200588358
Chromatocurvus halotolerans,11,1.9752308479166287
Chromatocurvus halotolerans,12,2.474461324765289
Chromatocurvus halotolerans,13,3.0201605362794353
Chromatocurvus halotolerans,14,3.5777853522652547
Chromatocurvus halotolerans,15,4.2172444885911755
Chromatocurvus halotolerans,16,4.84272188174341
Chromatocurvus halotolerans,17,5.481769790328929
Chromatocurvus halotolerans,18,6.133565758866926
Chromatocurvus halotolerans,19,6.763155429423185
Chromatocurvus halotolerans,20,7.419886130846013
Chromatocurvus halotolerans,21,8.096766991548563
Chromatocurvus halotolerans,22,8.764189614221856
Chromatocurvus halotolerans,23,9.383909819008455
Chromatocurvus halotolerans,24,9.989237052880966
Chromatocurvus halotolerans,25,10.594564286753478
Chromatocurvus halotolerans,26,11.128749121536355
Chromatocurvus halotolerans,27,11.789592100363206
Chromatocurvus halotolerans,28,12.462771911402132
Chromatocurvus halotolerans,29,13.114156652199728
Chromatocurvus halotolerans,30,13.766363848478129
Chromatocurvus halotolerans,31,14.441599798219066
Chromatocurvus halotolerans,32,15.023487050888637
Chromatocurvus halotolerans,33,15.5885139662017
Chromatocurvus halotolerans,34,16.150251059591543
Chromatocurvus halotolerans,35,16.6811460724512
Chromatocurvus halotolerans,36,17.220265640118903
Chromatocurvus halotolerans,37,17.757329069084598
Chromatocurvus halotolerans,38,18.25573709045245
Chromatocurvus halotolerans,39,18.75085528989709
Chromatocurvus halotolerans,40,19.240216300976087
Chromatocurvus halotolerans,41,19.699557687005704
Chromatocurvus halotolerans,42,20.15190820144848
Chromatocurvus halotolerans,43,20.629343608055805
Chromatocurvus halotolerans,44,21.034814160092694
Chromatocurvus halotolerans,45,21.44521944501441
Citricoccus muralis,0,-1.5905248891136352
Citricoccus muralis,1,-1.9376011020133634
Citricoccus muralis,2,-2.075362395048208
Citricoccus muralis,3,-2.1066157033187998
Citricoccus muralis,4,-2.1012697426935674
Citricoccus muralis,5,-1.9984628075929365
Citricoccus muralis,6,-1.9441807458598037
Citricoccus muralis,7,-1.8417850384995755
Citricoccus muralis,8,-1.7332209150333102
Citricoccus muralis,9,-1.685107269406215
Citricoccus muralis,10,-1.6341150295963025
Citricoccus muralis,11,-1.606151543248931
Citricoccus muralis,12,-1.5621501750258613
Citricoccus muralis,13,-1.5592715808430437
Citricoccus muralis,14,-1.560505264064251
Citricoccus muralis,15,-1.5687298188723016
Citricoccus muralis,16,-1.5724308685359247
Citricoccus muralis,17,-1.5736645517571315
Citricoccus muralis,18,-1.5609164918046536
Citricoccus muralis,19,-1.5481684318521758
Citricoccus muralis,20,-1.5440561544481501
Citricoccus muralis,21,-1.5531031647370057
Citricoccus muralis,22,-1.5506357982945902
Citricoccus muralis,23,-1.5650287692086788
Citricoccus muralis,24,-1.5814778788247796
Citricoccus muralis,25,-1.5744870072379364
Citricoccus muralis,26,-1.5781880569015592
Citricoccus muralis,27,-1.5835340175267925
Citricoccus muralis,28,-1.5962820774792705
Citricoccus muralis,29,-1.612319959354969
Citricoccus muralis,30,-1.621366969643824
Citricoccus muralis,31,-1.6332925741154976
Citricoccus muralis,32,-1.6509753669528058
Citricoccus muralis,33,-1.6497416837315981
Citricoccus muralis,34,-1.657966238539649
Citricoccus muralis,35,-1.6686581597901142
Citricoccus muralis,36,-1.678527625559775
Citricoccus muralis,37,-1.6818174474829948
Citricoccus muralis,38,-1.6805837642617871
Citricoccus muralis,39,-1.6863409526274227
Citricoccus muralis,40,-1.6855184971466175
Citricoccus muralis,41,-1.6789388533001777
Citricoccus muralis,42,-1.6805837642617873
Citricoccus muralis,43,-1.6855184971466175
Citricoccus muralis,44,-1.6908644577718506
Citricoccus muralis,45,-1.6875746358486303
Clavibacter michiganensis,0,-2.3332021882805893
Clavibacter michiganensis,1,-2.5482742965111074
Clavibacter michiganensis,2,-2.652726142573348
Clavibacter michiganensis,3,-2.658072103198581
Clavibacter michiganensis,4,-2.6305198445916123
Clavibacter michiganensis,5,-2.528946592712189
Clavibacter michiganensis,6,-2.50303924506683
Clavibacter michiganensis,7,-2.350062525637092
Clavibacter michiganensis,8,-2.240264718949619
Clavibacter michiganensis,9,-2.090989049183504
Clavibacter michiganensis,10,-1.9869484308616658
Clavibacter michiganensis,11,-1.9959954411505214
Clavibacter michiganensis,12,-1.9717330044667725
Clavibacter michiganensis,13,-2.01696805591105
Clavibacter michiganensis,14,-2.0749511673078054
Clavibacter michiganensis,15,-2.104148336876384
Clavibacter michiganensis,16,-2.0733062563461955
Clavibacter michiganensis,17,-2.0979799207703467
Clavibacter michiganensis,18,-2.098802376251152
Clavibacter michiganensis,19,-2.1292332290409384
Clavibacter michiganensis,20,-2.1300556845217433
Clavibacter michiganensis,21,-2.1588416263499197
Clavibacter michiganensis,22,-2.1588416263499197
Clavibacter michiganensis,23,-2.1608977650519323
Clavibacter michiganensis,24,-2.172412141783203
Clavibacter michiganensis,25,-2.1691223198599827
Clavibacter michiganensis,26,-2.175290735966021
Clavibacter michiganensis,27,-2.184337746254876
Clavibacter michiganensis,28,-2.187216340437694
Clavibacter michiganensis,29,-2.1909173901013173
Clavibacter michiganensis,30,-2.2431433131324363
Clavibacter michiganensis,31,-2.2328626196223738
Clavibacter michiganensis,32,-2.218469648708285
Clavibacter michiganensis,33,-2.225871748035531
Clavibacter michiganensis,34,-2.2501341847192795
Clavibacter michiganensis,35,-2.2250492925547256
Clavibacter michiganensis,36,-2.233685075103179
Clavibacter michiganensis,37,-2.244376996353644
Clavibacter michiganensis,38,-2.2456106795748516
Clavibacter michiganensis,39,-2.2550689176041097
Clavibacter michiganensis,40,-2.262882244671758
Clavibacter michiganensis,41,-2.2550689176041097
Clavibacter michiganensis,42,-2.2752190768838334
Clavibacter michiganensis,43,-2.270284343999003
Clavibacter michiganensis,44,-2.2743966214030285
Clavibacter michiganensis,45,-2.2859109981342995
Clostridium combesii,0,-1.3956029401628403
Clostridium combesii,1,-1.4971761920422626
Clostridium combesii,2,-1.5609164918046536
Clostridium combesii,3,-1.5860013839692075
Clostridium combesii,4,-1.7089584783495617
Clostridium combesii,5,-1.6715367539729318
Clostridium combesii,6,-1.6629009714244787
Clostridium combesii,7,-1.6184883754610067
Clostridium combesii,8,-1.546934748630968
Clostridium combesii,9,-1.4803158546857595
Clostridium combesii,10,-1.4564646457424133
Clostridium combesii,11,-1.4605769231464385
Clostridium combesii,12,-1.3807987415083494
Clostridium combesii,13,-1.3853222466527773
Clostridium combesii,14,-1.3964253956436448
Clostridium combesii,15,-1.4206878323273937
Clostridium combesii,16,-1.4231551987698092
Clostridium combesii,17,-1.4700351611756963
Clostridium combesii,18,-1.5054007468503134
Clostridium combesii,19,-1.5481684318521753
Clostridium combesii,20,-1.5761319181995468
Clostridium combesii,21,-1.6098525929125538
Clostridium combesii,22,-1.6246567915670442
Clostridium combesii,23,-1.6674244765689068
Clostridium combesii,24,-1.7480251136878011
Clostridium combesii,25,-1.7644742233039015
Clostridium combesii,26,-1.7533710743130335
Clostridium combesii,27,-1.78215701614121
Clostridium combesii,28,-1.8010734921997262
Clostridium combesii,29,-1.8319155727299157
Clostridium combesii,30,-1.8495983655672235
Clostridium combesii,31,-1.8516545042692363
Clostridium combesii,32,-1.861935197779299
Clostridium combesii,33,-1.8927772783094885
Clostridium combesii,34,-1.901001833117539
Clostridium combesii,35,-1.9203295369164572
Clostridium combesii,36,-1.9289653194649101
Clostridium combesii,37,-1.9396572407153756
Clostridium combesii,38,-1.9655645883607344
Clostridium combesii,39,-1.9873596586020685
Clostridium combesii,40,-1.9939393024485086
Clostridium combesii,41,-2.0046312236989743
Clostridium combesii,42,-2.029716115863528
Clostridium combesii,43,-2.0457539977392263
Clostridium combesii,44,-2.0523336415856663
Clostridium combesii,45,-2.0700164344229757
Dermabacter hominis,0,-2.3800821506864764
Dermabacter hominis,1,-2.523600632086956
Dermabacter hominis,2,-2.6231177452643664
Dermabacter hominis,3,-2.6013226750230327
Dermabacter hominis,4,-2.499749423143611
Dermabacter hominis,5,-2.4351866679004144
Dermabacter hominis,6,-2.4265508853519613
