Time,variable,value
28,F3.1,0.12421423406397891
29,F3.1,0.12421423406397913
30,F3.1,0.11090556612855273
31,F3.1,0.09870595385441172
32,F3.1,0.05988900570941835
33,F3.1,0.09426973120926974
34,F3.1,0.08761539724155742
35,F3.1,0.0798520076125584
36,F3.1,0.08428823025770082
37,F3.1,0.10092406517698338
38,F3.1,0.0865063415802716
39,F3.1,0.07097956232227354
40,F3.1,0.08428823025770038
41,F3.1,0.05767089438684714
42,F3.1,0.08539728591898577
43,F3.1,0.05212561608041977
44,F3.1,0.06543428401584706
45,F3.1,0.06654333967713155
46,F3.1,0.05877995004813252
47,F3.1,0.03327166983856511
48,F3.1,0.018853946241854214
49,F3.1,0.03770789248370754
50,F3.1,0.011090556612856517
51,F3.1,-0.027726391532138628
52,F3.1,0.019963001903140043
53,F3.1,-0.018853946241852437
54,F3.1,-0.0022181113225707705
55,F3.1,0.08096106327384422
56,F3.1,-0.008872445290285302
57,F3.1,-0.027726391532138184
58,F3.1,-0.12532328972526496
59,F3.1,-0.11423273311240889
60,F3.1,-0.1330866793542631
0,G3.1,0.5955628901103287
1,G3.1,0.3526797002887978
2,G3.1,0.36044308991779594
3,G3.1,0.2062843529991083
4,G3.1,0.20517529733782247
5,G3.1,0.1685764605154012
6,G3.1,0.15415873691868764
7,G3.1,0.07541578496741552
8,G3.1,-0.07652484062870224
9,G3.1,0.024399224548282472
10,G3.1,0.1297595123704065
11,G3.1,0.3360438653695157
12,G3.1,0.45249470980449535
13,G3.1,0.5378919957234825
14,G3.1,0.6332707825940362
15,G3.1,0.6865054543357423
16,G3.1,0.5900176118039004
17,G3.1,0.5123837155139142
18,G3.1,0.4946388249333453
19,G3.1,0.35822497859522606
20,G3.1,0.36931553520808125
21,G3.1,0.3160808634663752
22,G3.1,0.24399224548281628
23,G3.1,0.22070207659582008
24,G3.1,0.16857646051539943
25,G3.1,0.15083156993483193
26,G3.1,0.147504402950976
27,G3.1,0.11755990009626727
28,G3.1,0.1408500689832619
29,G3.1,0.13086856803169233
30,G3.1,0.10425123216083954
31,G3.1,0.08428823025769949
32,G3.1,0.06432522835456034
33,G3.1,0.10203312083826832
34,G3.1,0.07763389628998718
35,G3.1,0.11090556612855273
36,G3.1,0.11312367745112395
37,G3.1,0.09981500951569755
38,G3.1,0.11090556612855273
39,G3.1,0.09205161988669897
40,G3.1,0.10868745480598152
41,G3.1,0.11866895575755132
42,G3.1,0.11423273311240933
43,G3.1,0.10092406517698294
44,G3.1,0.11866895575755265
45,G3.1,0.15859495956382963
46,G3.1,0.1408500689832617
47,G3.1,0.11755990009626593
48,G3.1,0.12532328972526496
49,G3.1,0.10203312083826832
50,G3.1,0.09981500951569888
51,G3.1,0.07763389628998674
52,G3.1,0.12199612274140836
53,G3.1,0.09094256422541447
54,G3.1,0.06432522835456078
55,G3.1,0.06321617269327584
56,G3.1,0.02218111322570948
57,G3.1,0.004436222645141985
58,G3.1,-0.022181113225710813
59,G3.1,-0.057670894386848026
60,G3.1,-0.07208861798355848
0,H3.1,-0.06876145099970232
1,H3.1,-0.35046158896622837
2,H3.1,-0.3072084181760921
3,H3.1,-0.3537887559500845
4,H3.1,-0.4181139843046444
5,H3.1,-0.3748608135145086
6,H3.1,-0.5079474928687726
7,H3.1,-0.5035112702236306
8,H3.1,-0.534564828739625
9,H3.1,-0.4669124334012065
10,H3.1,-0.4280954852562151
11,H3.1,-0.33382575404694426
12,H3.1,-0.2007390746926807
13,H3.1,-0.08650634158027071
14,H3.1,-0.05877995004813341
15,H3.1,-0.023290168886996643
16,H3.1,-0.022181113225711258
17,H3.1,-0.01109055661285474
18,H3.1,-0.009981500951569577
19,H3.1,-0.07208861798355914
20,H3.1,-0.047689393435278005
21,H3.1,-0.05767089438684758
22,H3.1,-0.03216261417728017
23,H3.1,-0.080961063273844
24,H3.1,-0.09205161988669963
25,H3.1,-0.05545278306427592
26,H3.1,-0.0399260038062792
27,H3.1,-0.04103505946756414
28,H3.1,-0.003327166983857044
29,H3.1,-0.0066543339677132
30,H3.1,-0.0011090556612856073
31,H3.1,0.014417723596711784
32,H3.1,0.01885394624185377
33,H3.1,0.07874295195127279
34,H3.1,0.0632161726932754
35,H3.1,0.07319767364484431
36,H3.1,0.12199612274140859
37,H3.1,0.11866895575755221
38,H3.1,0.14861345861226116
39,H3.1,0.14750440295097578
40,H3.1,0.17523079448311352
41,H3.1,0.1963028520475385
42,H3.1,0.20073907469268049
43,H3.1,0.20073907469268093
44,H3.1,0.23622885585381814
45,H3.1,0.26062808040209884
46,H3.1,0.23179263320867483
47,H3.1,0.27726391532138184
48,H3.1,0.28613636061166714
49,H3.1,0.2639552473859559
50,H3.1,0.23733791151510442
51,H3.1,0.24953752378924365
52,H3.1,0.28502730495038175
53,H3.1,0.2639552473859572
54,H3.1,0.2961178615632365
55,H3.1,0.2817001379665247
56,H3.1,0.2783729709826659
57,H3.1,0.25508280209567147
58,H3.1,0.1696855161766857
59,H3.1,0.21182963130553656
60,H3.1,0.2262473549022479
0,C4.1,-0.2362288558538177
1,C4.1,-0.5678364985781914
2,C4.1,-0.4325317079013562
3,C4.1,-0.4569309324496382
4,C4.1,-0.37929703615965105
5,C4.1,-0.47911204567534815
6,C4.1,-0.37486081351450906
7,C4.1,-0.38040609182093643
8,C4.1,-0.43807698620778446
9,C4.1,-0.39149664843379073
10,C4.1,-0.5168199381590575
11,C4.1,-0.42255020694978684
12,C4.1,-0.43364076356264136
13,C4.1,-0.36709742388550914
14,C4.1,-0.33937103235337274
15,C4.1,-0.3227351974340884
16,C4.1,-0.2550828020956719
17,C4.1,-0.21293868696682106
18,C4.1,-0.18632135109596915
19,C4.1,-0.23290168886996065
20,C4.1,-0.1597040152251159
21,C4.1,-0.12088706708012298
22,C4.1,-0.10536028782212514
23,C4.1,-0.08983350856412842
24,C4.1,-0.08428823025770038
25,C4.1,-0.07541578496741574
26,C4.1,-0.08539728591898554
27,C4.1,-0.06321617269327384
28,C4.1,-0.06321617269327562
29,C4.1,-0.0465803377739924
30,C4.1,-0.06210711703198979
31,C4.1,-0.048798449096563834
